Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 03/16  14:00:00,256454551.83135924,228610458.87077478 
 03/16  15:00:00,248153955.27528274,228200274.90857506 
 03/16  16:00:00,230852799.34218296,211369843.0546161 
 03/16  17:00:00,155319171.4884737,135616867.05785593 
 03/16  18:00:00,91071129.98508105,81855886.59333523 
 03/16  19:00:00,102466111.24722503,101982993.85417126 
 03/16  20:00:00,96956820.7677546,96956820.76775458 
 03/16  21:00:00,98068712.55688407,98068712.55688407 
 03/16  22:00:00,76638389.2223021,76638389.2223021 
 03/16  23:00:00,72378950.7428459,72378950.7428459 
 03/16  24:00:00,59101491.97393255,59101491.97393255 
 03/17  01:00:00,59101491.97393255,59101491.97393255 
 03/17  02:00:00,59101491.97393255,59101491.97393255 
 03/17  03:00:00,59101491.97393255,59101491.97393255 
 03/17  04:00:00,59101491.97393255,59101491.97393255 
 03/17  05:00:00,60139775.3689941,60139775.3689941 
 03/17  06:00:00,115593411.41519885,115593411.41519883 
 03/17  07:00:00,209451602.38030234,209267081.79125035 
 03/17  08:00:00,253600966.30989107,250114661.72616872 
 03/17  09:00:00,236744096.65881687,225416029.44410628 
 03/17  10:00:00,233056918.4378839,211626126.60248893 
 03/17  11:00:00,230263785.07852823,194232284.97666973 
 03/17  12:00:00,259555613.16046077,207357799.731097 
 03/17  13:00:00,223780650.72336042,160211699.21826714 
 03/17  14:00:00,215401504.3849529,147076989.14792946 
 03/17  15:00:00,214884792.64020112,150573540.50893566 
 03/17  16:00:00,218420884.59704846,166917645.6195916 
 03/17  17:00:00,190199890.82198063,158249441.03374153 
 03/17  18:00:00,124044011.24888024,112477436.15917157 
 03/17  19:00:00,137878450.14910644,137395927.88916168 
 03/17  20:00:00,137436726.02998936,137436726.02998936 
 03/17  21:00:00,140403119.69551766,140403119.69551766 
 03/17  22:00:00,76638389.2223021,76638389.2223021 
 03/17  23:00:00,72378950.7428459,72378950.7428459 
 03/17  24:00:00,47850830.928650014,47850830.928650014 
 03/18  01:00:00,47850830.928650014,47850830.928650014 
 03/18  02:00:00,47850830.928650014,47850830.928650014 
 03/18  03:00:00,47850830.928650014,47850830.928650014 
 03/18  04:00:00,47850830.928650014,47850830.928650014 
 03/18  05:00:00,58629705.80367318,58629705.80367317 
 03/18  06:00:00,184900755.9992781,184900755.99927807 
 03/18  07:00:00,234127894.00346833,233765101.3310933 
 03/18  08:00:00,202998882.34584785,194223756.13709298 
 03/18  09:00:00,174833111.06288743,144351767.06216002 
 03/18  10:00:00,146712228.3252697,96387028.42133713 
 03/18  11:00:00,130507215.89635167,65808753.245530844 
 03/18  12:00:00,96570457.01591699,23287474.088689998 
 03/18  13:00:00,87074868.39399913,11242268.19538496 
 03/18  14:00:00,86634446.36241703,14592946.57237259 
 03/18  15:00:00,88568828.77485329,27342448.04070234 
 03/18  16:00:00,91113769.50666085,44875008.22543102 
 03/18  17:00:00,66162297.5503641,37239636.3917412 
 03/18  18:00:00,54867142.35202644,44147425.33305452 
 03/18  19:00:00,50817382.53758507,50366297.96403834 
 03/18  20:00:00,50308118.928650014,50308118.928650014 
 03/18  21:00:00,50308118.928650014,50308118.928650014 
 03/18  22:00:00,50308118.928650014,50308118.928650014 
 03/18  23:00:00,50308118.928650014,50308118.928650014 
 03/18  24:00:00,47850830.928650014,47850830.928650014 
 03/19  01:00:00,47850830.928650014,47850830.928650014 
 03/19  02:00:00,47850830.928650014,47850830.928650014 
 03/19  03:00:00,47850830.928650014,47850830.928650014 
 03/19  04:00:00,47850830.928650014,47850830.928650014 
 03/19  05:00:00,47850830.928650014,47850830.928650014 
 03/19  06:00:00,63802435.73714973,63802435.73714973 
 03/19  07:00:00,54525398.630938664,54083015.38957073 
 03/19  08:00:00,49414007.33213223,41169738.95956325 
 03/19  09:00:00,49333315.75514773,25385315.2250281 
 03/19  10:00:00,49279548.47496161,10950970.116655083 
 03/19  11:00:00,49237961.73734662,-7136253.452447632 
 03/19  12:00:00,51133572.11360693,-13788432.882340714 
 03/19  13:00:00,65811747.10598434,40366.16558952432 
 03/19  14:00:00,68898963.73544684,6209978.542881738 
 03/19  15:00:00,68485763.70981878,13363115.752361111 
 03/19  16:00:00,68380062.58257577,25168015.618333735 
 03/19  17:00:00,68679435.10779503,40863096.28072238 
 03/19  18:00:00,59801081.09891307,48598769.958998464 
 03/19  19:00:00,54133164.52644313,53482251.191346124 
 03/19  20:00:00,50308118.928650014,50308118.928650014 
 03/19  21:00:00,50308118.928650014,50308118.928650014 
 03/19  22:00:00,50308118.928650014,50308118.928650014 
 03/19  23:00:00,50308118.928650014,50308118.928650014 
 03/19  24:00:00,59101491.97393255,59101491.97393255 
 03/20  01:00:00,59101491.97393255,59101491.97393255 
 03/20  02:00:00,59101491.97393255,59101491.97393255 
 03/20  03:00:00,59101491.97393255,59101491.97393255 
 03/20  04:00:00,59101491.97393255,59101491.97393255 
 03/20  05:00:00,60139775.3689941,60139775.3689941 
 03/20  06:00:00,95712651.40672083,95712651.40672082 
 03/20  07:00:00,119104041.59639941,118927667.37372023 
 03/20  08:00:00,228666893.1936655,225195659.5026763 
 03/20  09:00:00,215894756.91199434,203729173.12081257 
 03/20  10:00:00,212486969.29650342,190312233.01083475 
 03/20  11:00:00,214029778.4312172,182943580.1318838 
 03/20  12:00:00,205710428.94757205,163328849.2571372 
 03/20  13:00:00,215243208.73148757,164585309.08938652 
 03/20  14:00:00,212698193.39021587,177546791.0181549 
 03/20  15:00:00,213753394.24775508,194841550.49838668 
 03/20  16:00:00,216136034.1123743,192527661.56763104 
 03/20  17:00:00,162579442.56498963,140007075.90290484 
 03/20  18:00:00,93132476.4561218,82377144.12129177 
 03/20  19:00:00,105277852.60031138,104004949.16104285 
 03/20  20:00:00,103676035.4237915,103676035.4237915 
 03/20  21:00:00,106558253.6483535,106558253.6483535 
 03/20  22:00:00,76638389.2223021,76638389.2223021 
 03/20  23:00:00,72378950.7428459,72378950.7428459 
 03/20  24:00:00,59101491.97393255,59101491.97393255 
 03/21  01:00:00,59101491.97393255,59101491.97393255 
 03/21  02:00:00,59101491.97393255,59101491.97393255 
 03/21  03:00:00,59101491.97393255,59101491.97393255 
 03/21  04:00:00,59101491.97393255,59101491.97393255 
 03/21  05:00:00,60139775.3689941,60139775.3689941 
 03/21  06:00:00,138615641.39726117,138615641.3972612 
 03/21  07:00:00,243890417.85896274,243348333.3278236 
 03/21  08:00:00,256087122.64304823,246393043.87400475 
 03/21  09:00:00,226480346.3562693,194954479.65188372 
 03/21  10:00:00,215225007.0158003,162814160.64571205 
 03/21  11:00:00,213411163.84119126,145937606.7886857 
 03/21  12:00:00,240856800.74641505,163656299.07499588 
 03/21  13:00:00,215855025.14870164,135293653.3393181 
 03/21  14:00:00,212941330.1015858,136016326.42978352 
 03/21  15:00:00,214048956.64735237,146351869.9541327 
 03/21  16:00:00,218634225.16747984,165891833.44171488 
 03/21  17:00:00,166546821.84262434,133394360.95142612 
 03/21  18:00:00,95033720.95488009,82465578.25824814 
 03/21  19:00:00,104800959.14949653,103854115.88574159 
 03/21  20:00:00,102924992.43688175,102924992.43688177 
 03/21  21:00:00,107029590.95127371,107029590.95127371 
 03/21  22:00:00,76638389.2223021,76638389.2223021 
 03/21  23:00:00,72378950.7428459,72378950.7428459 
 03/21  24:00:00,59101491.97393255,59101491.97393255 
 03/22  01:00:00,59101491.97393255,59101491.97393255 
 03/22  02:00:00,59101491.97393255,59101491.97393255 
 03/22  03:00:00,59101491.97393255,59101491.97393255 
 03/22  04:00:00,59101491.97393255,59101491.97393255 
 03/22  05:00:00,60139775.3689941,60139775.3689941 
 03/22  06:00:00,103739151.06739429,103739151.06739429 
 03/22  07:00:00,196778318.87844214,196064165.15709233 
 03/22  08:00:00,230423385.6106175,221176504.87565455 
 03/22  09:00:00,214548186.565028,185539858.7184712 
 03/22  10:00:00,210971184.32186726,165180703.76675507 
 03/22  11:00:00,214306626.47432145,170228253.09939232 
 03/22  12:00:00,248944902.74673948,217477662.4541767 
 03/22  13:00:00,216736699.19957834,191059025.0663698 
 03/22  14:00:00,212313820.5634452,175816484.26895538 
 03/22  15:00:00,211736779.13566822,164474961.59934714 
 03/22  16:00:00,216835154.6766359,178228588.26379734 
 03/22  17:00:00,190181335.01406986,162881779.1160647 
 03/22  18:00:00,126932725.54849994,114575114.6577995 
 03/22  19:00:00,143526059.86776203,142388970.73799032 
 03/22  20:00:00,149671774.9956192,149671774.99561924 
 03/22  21:00:00,152478693.0086794,152478693.0086794 
 03/22  22:00:00,76638389.2223021,76638389.2223021 
 03/22  23:00:00,72378950.7428459,72378950.7428459 
 03/22  24:00:00,59101491.97393255,59101491.97393255 
 03/23  01:00:00,59101491.97393255,59101491.97393255 
 03/23  02:00:00,59101491.97393255,59101491.97393255 
 03/23  03:00:00,59101491.97393255,59101491.97393255 
 03/23  04:00:00,59101491.97393255,59101491.97393255 
 03/23  05:00:00,72726457.28865996,72726457.28865996 
 03/23  06:00:00,203758958.45638213,203758958.45638216 
 03/23  07:00:00,300826689.17997706,300135698.30377936 
 03/23  08:00:00,287301048.5885438,276339490.954212 
 03/23  09:00:00,246872381.8170703,212729977.5824443 
 03/23  10:00:00,224549659.92448372,170022635.32977363 
 03/23  11:00:00,217961968.6391928,150162596.63015282 
 03/23  12:00:00,248166612.98524553,171265750.770881 
 03/23  13:00:00,216632289.42366064,138718464.5314918 
 03/23  14:00:00,212156717.87773144,141368095.30203503 
 03/23  15:00:00,212194297.6381504,151632091.43447775 
 03/23  16:00:00,215000001.0425954,170879367.65611777 
 03/23  17:00:00,174509626.31862223,147674488.28979692 
 03/23  18:00:00,99624939.7700015,86684251.240849 
 03/23  19:00:00,114005125.23669328,112060780.18839847 
 03/23  20:00:00,114924338.51865047,114924338.51865049 
 03/23  21:00:00,122996322.92966452,122996322.92966452 
 03/23  22:00:00,76638389.2223021,76638389.2223021 
 03/23  23:00:00,72378950.7428459,72378950.7428459 
 03/23  24:00:00,59101491.97393255,59101491.97393255 
 03/24  01:00:00,59101491.97393255,59101491.97393255 
 03/24  02:00:00,59101491.97393255,59101491.97393255 
 03/24  03:00:00,59101491.97393255,59101491.97393255 
 03/24  04:00:00,59101491.97393255,59101491.97393255 
 03/24  05:00:00,60139775.3689941,60139775.3689941 
 03/24  06:00:00,136967104.5147269,136967104.51472694 
 03/24  07:00:00,235348947.85207534,235092105.51814067 
 03/24  08:00:00,259529360.25257248,255999678.33324704 
 03/24  09:00:00,235407858.97385967,224436659.19157347 
 03/24  10:00:00,219499713.4377708,194946221.23290187 
 03/24  11:00:00,214394062.76557723,172939322.47732878 
 03/24  12:00:00,241838616.36190087,190811834.2719792 
 03/24  13:00:00,214632333.63573322,157243844.97295177 
 03/24  14:00:00,212457094.97514927,148753223.68338114 
 03/24  15:00:00,213483949.6114042,153949678.70843327 
 03/24  16:00:00,217619748.4716771,171428858.50857762 
 03/24  17:00:00,192068714.53735465,163529944.44084644 
 03/24  18:00:00,125181499.9532702,112447114.1444011 
 03/24  19:00:00,137537851.2138313,135915716.95735812 
 03/24  20:00:00,139707382.0139274,139707382.01392743 
 03/24  21:00:00,142716075.53190196,142716075.531902 
 03/24  22:00:00,76638389.2223021,76638389.2223021 
 03/24  23:00:00,72378950.7428459,72378950.7428459 
 03/24  24:00:00,47850830.928650014,47850830.928650014 
 03/25  01:00:00,47850830.928650014,47850830.928650014 
 03/25  02:00:00,47850830.928650014,47850830.928650014 
 03/25  03:00:00,47850830.928650014,47850830.928650014 
 03/25  04:00:00,47850830.928650014,47850830.928650014 
 03/25  05:00:00,55311148.56339699,55311148.56339698 
 03/25  06:00:00,183335264.53542408,183335264.5354241 
 03/25  07:00:00,228637666.68909717,227886078.88224435 
 03/25  08:00:00,200976928.88753855,189854734.26578537 
 03/25  09:00:00,181756142.86486065,154679063.6047547 
 03/25  10:00:00,159933238.8136943,122933977.35956466 
 03/25  11:00:00,152211630.34410623,109914301.65403129 
 03/25  12:00:00,124074180.68560478,78583603.94065751 
 03/25  13:00:00,119098970.65740024,71954165.54497041 
 03/25  14:00:00,110649933.69109777,66820127.226499446 
 03/25  15:00:00,110059599.05240978,70327953.43549189 
 03/25  16:00:00,109962957.45452541,75579849.8510576 
 03/25  17:00:00,57783778.3284708,34004810.16002324 
 03/25  18:00:00,49461869.69307764,37345995.952161156 
 03/25  19:00:00,47385991.16610263,45795591.176567845 
 03/25  20:00:00,50308118.928650014,50308118.928650014 
 03/25  21:00:00,50308118.928650014,50308118.928650014 
 03/25  22:00:00,50308118.928650014,50308118.928650014 
 03/25  23:00:00,50308118.928650014,50308118.928650014 
 03/25  24:00:00,47850830.928650014,47850830.928650014 
 03/26  01:00:00,47850830.928650014,47850830.928650014 
 03/26  02:00:00,47850830.928650014,47850830.928650014 
 03/26  03:00:00,47850830.928650014,47850830.928650014 
 03/26  04:00:00,47850830.928650014,47850830.928650014 
 03/26  05:00:00,47850830.928650014,47850830.928650014 
 03/26  06:00:00,63802435.73714973,63802435.73714973 
 03/26  07:00:00,52180075.48657645,51216569.69799864 
 03/26  08:00:00,49350310.79978239,37316259.0050656 
 03/26  09:00:00,49313130.46451835,19458822.953208663 
 03/26  10:00:00,49261971.13453523,5696170.4868450975 
 03/26  11:00:00,49242568.71814175,-3290944.0962543134 
 03/26  12:00:00,49244629.060474336,-12384238.941091461 
 03/26  13:00:00,49254967.24936472,-11808003.723347614 
 03/26  14:00:00,49264205.540183544,-7703333.83512096 
 03/26  15:00:00,49272767.142219566,-3945727.9340516375 
 03/26  16:00:00,49299566.285951644,8335671.248440064 
 03/26  17:00:00,49379907.573927134,23021884.68744011 
 03/26  18:00:00,41365915.569260016,28788895.481032826 
 03/26  19:00:00,47384787.660060905,45759095.46366266 
 03/26  20:00:00,50308118.928650014,50308118.928650014 
 03/26  21:00:00,50308118.928650014,50308118.928650014 
 03/26  22:00:00,50308118.928650014,50308118.928650014 
 03/26  23:00:00,50308118.928650014,50308118.928650014 
 03/26  24:00:00,59101491.97393255,59101491.97393255 
 03/27  01:00:00,59101491.97393255,59101491.97393255 
 03/27  02:00:00,59101491.97393255,59101491.97393255 
 03/27  03:00:00,59101491.97393255,59101491.97393255 
 03/27  04:00:00,59101491.97393255,59101491.97393255 
 03/27  05:00:00,112194804.11697207,112194804.11697206 
 03/27  06:00:00,368299172.27083737,368299172.27083737 
 03/27  07:00:00,455669275.3526286,454588585.09079885 
 03/27  08:00:00,381334151.30489045,365335249.18169266 
 03/27  09:00:00,312381538.9006673,274428313.6822326 
 03/27  10:00:00,268072023.67586282,209997019.775915 
 03/27  11:00:00,245658598.27916256,172746800.90240943 
 03/27  12:00:00,273240659.81393427,192381383.67201513 
 03/27  13:00:00,224123698.49689528,141596452.70858142 
 03/27  14:00:00,215740308.00612718,136793785.1969397 
 03/27  15:00:00,214420001.6627377,144752188.30069882 
 03/27  16:00:00,218016695.8203765,162945371.7676594 
 03/27  17:00:00,176517129.14465752,140817988.07709822 
 03/27  18:00:00,110876271.56528717,96493842.43351299 
 03/27  19:00:00,125068595.61761083,123931797.30845775 
 03/27  20:00:00,130702280.20744036,130702280.20744038 
 03/27  21:00:00,140670871.9622311,140670871.9622311 
 03/27  22:00:00,76638389.2223021,76638389.2223021 
 03/27  23:00:00,72378950.7428459,72378950.7428459 
 03/27  24:00:00,59101491.97393255,59101491.97393255 
 03/28  01:00:00,59101491.97393255,59101491.97393255 
 03/28  02:00:00,59101491.97393255,59101491.97393255 
 03/28  03:00:00,59101491.97393255,59101491.97393255 
 03/28  04:00:00,59101491.97393255,59101491.97393255 
 03/28  05:00:00,60139775.3689941,60139775.3689941 
 03/28  06:00:00,161893991.68708435,161893991.68708435 
 03/28  07:00:00,291689235.13499,290809026.5937136 
 03/28  08:00:00,276346720.1481032,266591994.02937528 
 03/28  09:00:00,244398321.30792785,226845782.33777446 
 03/28  10:00:00,228764205.44774666,206811228.4754209 
 03/28  11:00:00,222583725.88974047,197563816.42527634 
 03/28  12:00:00,253532494.66742697,230336308.3536995 
 03/28  13:00:00,218001877.4962043,195706350.97257373 
 03/28  14:00:00,212950908.7993033,184186896.2548044 
 03/28  15:00:00,212143297.84737292,182122423.39918733 
 03/28  16:00:00,215149837.6358587,192167047.90126726 
 03/28  17:00:00,160913545.04078478,147739855.65705392 
 03/28  18:00:00,105621251.11991678,100780107.85280336 
 03/28  19:00:00,123191118.60551521,122462425.28082022 
 03/28  20:00:00,130401581.26609342,130401581.26609342 
 03/28  21:00:00,130956117.02810922,130956117.02810922 
 03/28  22:00:00,76638389.2223021,76638389.2223021 
 03/28  23:00:00,72378950.7428459,72378950.7428459 
 03/28  24:00:00,59101491.97393255,59101491.97393255 
 03/29  01:00:00,59101491.97393255,59101491.97393255 
 03/29  02:00:00,59101491.97393255,59101491.97393255 
 03/29  03:00:00,59101491.97393255,59101491.97393255 
 03/29  04:00:00,59101491.97393255,59101491.97393255 
 03/29  05:00:00,60139775.3689941,60139775.3689941 
 03/29  06:00:00,113039506.41941068,113039506.41941068 
 03/29  07:00:00,223796979.40887052,223558734.14971268 
 03/29  08:00:00,257350670.7223737,254350936.07886294 
 03/29  09:00:00,239896961.63784787,234008883.25320455 
 03/29  10:00:00,234242526.8165307,225318403.02618855 
 03/29  11:00:00,232966322.00844467,219590954.29962027 
 03/29  12:00:00,265981619.40401602,250452167.9852515 
 03/29  13:00:00,232152436.78173557,216738264.09464222 
 03/29  14:00:00,227641512.08950156,213595344.86388674 
 03/29  15:00:00,224797896.90428734,212356981.54379505 
 03/29  16:00:00,222986896.95989937,211590907.74336296 
 03/29  17:00:00,195645519.9493009,188446649.65882975 
 03/29  18:00:00,143253304.2098539,140779132.1524731 
 03/29  19:00:00,153825847.8454166,153563120.3249117 
 03/29  20:00:00,158307572.43459234,158307572.43459234 
 03/29  21:00:00,164087739.2577418,164087739.2577418 
 03/29  22:00:00,76638389.2223021,76638389.2223021 
 03/29  23:00:00,72378950.7428459,72378950.7428459 
 03/29  24:00:00,59101491.97393255,59101491.97393255 
